ID DE SYSTÈME DE PROJET;NOM DU PROJET;PUISSANCE (KW);COMMUNE;LATITUDE;LONGITUDE;PERIMETRE;etat
212369000000276525;ORAISON LES BUISSONNADES_SUBE;99;ORAISON;43.884617;5.905863;2;Bientôt disponible
212369000000276175;MONTELIMAR_RENAULT 1.1;250;MONTELIMAR;44.580415;4.754196;2;Bientôt disponible
212369000000274961;MONTANGES_PERROT_DSUN ENR 1_1034;466;montanges;46.161426;5.796802;2;Bientôt disponible
212369000000274333;MANOSQUE_BERTRAND RENEE 1.1;130;MANOSQUE ;43.81300901749556;5.775078302858869;2;Bientôt disponible
212369000000273733;MAILLANE_SCI LORANE;250;MAILLANE;43.81827028599;4.806483633621;2;Bientôt disponible
212369000000272615;LES MEES_MAIRIE LA TAURA;100;Les Mées;44.02639388416221;5.958268540165627;2;Bientôt disponible
212369000000272395;LE PUY_ARLAUD AO;800;le puy-sainte-réparade;43.655366;5.468985;2;Bientôt disponible
212369000000270827;LAMBESC_ROCCHIA 4 1.1;250;Lambesc;43.633575;5.270413;2;Bientôt disponible
212369000000271375;JARJAYES_MARCELLIN 3;185;JARJAYES;44.50466448885085;6.107177541465715;2;Bientôt disponible
212369000000270621;LA BASTIDE DES JOURDANS_ARNOUX;99.9;La Bastide-des-Jourdans;43.77070548279216;5.674599345980824;2;Bientôt disponible
212369000000270555;LA BRILLANNE_BOISSIERE 4.1 + 4.2;99.9;LA BRILLANNE;43.938845;5.877458;2;Bientôt disponible
212369000000270101;GREOUX_SAPONE 2;114;GREOUX-LES-BAINS;43.758058517;5.911837966;2;Bientôt disponible
212369000000265995;CHATEAUROUX LES ALPES_LIONS CLEMENT 2;100;Châteauroux-les-Alpes;44.60960121576524;6.514896259383248;2;Bientôt disponible
212369000000263611;BARREME_MAUREL Jérôme;100;Barrême;43.955641;6.372517;2;Bientôt disponible
212369000000263121;APT_SCI 2L 2;97;Apt;43.896119;5.375984;2;Bientôt disponible
212369000000253733;SORGUES_BAUTHEAC 1.1;36;SORGUES ;43.9998729;4.871634;2;Bientôt disponible
212369000000249457;REVEST DU BION_HUGUENET;172;Revest-du-Bion;44.072085;5.573747;20;Bientôt disponible
212369000000248669;PUYVERT_EARL DU MOULIN NEUF;100;PUYVERT;43.732488326378;5.349746913625381;2;Bientôt disponible
212369000000247147;PIERRELATTE_CONQUET BLACHES 2  1.2;300;pierrelatte;44.345517;4.687113;2;Bientôt disponible
212369000000232961;LA ROQUE ESCLAPON_FABRE 1.1;166;LA ROQUE ESCLAPON;43.7238;6.60473477;2;Bientôt disponible
212369000000223901;COURTHEZON_BAUTHEAC;105;Courthezon ;44.095844;4.86354;2;Bientôt disponible
212369000000223745;CONNAUX_PONTAUD;224;CONNAUX;44.093439;4.59857847;2;Bientôt disponible
212369000000152780;CARCASSONNE_MESTRE;979.55;Carcassonne;43.212601743878;2.305965968923018;2;Bientôt disponible
